Age_Group,Gender,Account Type,Balance_Bucket,Transaction_Size,Transaction Type,Loan_Size,Loan Type,Loan Status,Rate_Category,Card Type,CC_Utilization_Category,Feedback Type,Resolution Status
Pre-Retirement,Male,Current,Mass-Market,Large,Deposit,Large,Auto,Approved,High,MasterCard,Moderate,Suggestion,Pending
Pre-Retirement,Other,Savings,Comfortable,Very Large,Transfer,Medium,Mortgage,Approved,Low,AMEX,Low,Complaint,Resolved
Young Adult,Other,Savings,Below-Minimum,Large,Withdrawal,Medium,Auto,Approved,Moderate,AMEX,High,Complaint,Resolved
Established,Other,Savings,Comfortable,Very Large,Deposit,Very Large,Auto,Closed,Low,Visa,Low,Complaint,Resolved
Established,Female,Current,Comfortable,Very Large,Withdrawal,Very Large,Personal,Rejected,High,AMEX,Low,Praise,Pending
Pre-Retirement,Female,Current,Below-Minimum,Everyday,Deposit,Very Large,Mortgage,Rejected,Low,AMEX,Over-Limit,Suggestion,Pending
Early Career,Female,Savings,Below-Minimum,Very Large,Deposit,Very Large,Auto,Rejected,High,AMEX,Moderate,Complaint,Resolved
Pre-Retirement,Female,Current,Comfortable,Everyday,Deposit,Medium,Auto,Approved,Low,Visa,High,Complaint,Pending
Pre-Retirement,Female,Current,Below-Minimum,Very Large,Deposit,Medium,Auto,Approved,High,MasterCard,Over-Limit,Praise,Resolved
Pre-Retirement,Male,Current,Comfortable,Very Large,Withdrawal,Large,Personal,Rejected,High,Visa,Low,Praise,Pending
Pre-Retirement,Other,Savings,Mass-Market,Large,Deposit,Very Large,Mortgage,Rejected,Moderate,Visa,Low,Suggestion,Resolved
Established,Other,Savings,Mass-Market,Large,Transfer,Medium,Personal,Approved,Moderate,AMEX,Over-Limit,Suggestion,Pending
Young Adult,Other,Current,Mass-Market,Everyday,Deposit,Very Large,Personal,Rejected,Moderate,Visa,Low,Complaint,Pending
Early Career,Other,Current,Comfortable,Everyday,Withdrawal,Medium,Personal,Rejected,High,AMEX,Moderate,Suggestion,Pending
Established,Male,Current,Comfortable,Large,Transfer,Medium,Auto,Approved,Moderate,Visa,Low,Complaint,Pending
Established,Female,Savings,Comfortable,Very Large,Deposit,Very Large,Personal,Approved,Low,Visa,Over-Limit,Complaint,Pending
Established,Female,Savings,Below-Minimum,Very Large,Withdrawal,Large,Mortgage,Approved,Moderate,MasterCard,Low,Complaint,Pending
Established,Female,Savings,Comfortable,Very Large,Withdrawal,Medium,Mortgage,Closed,Moderate,AMEX,Moderate,Suggestion,Pending
Young Adult,Other,Savings,Comfortable,Everyday,Deposit,Very Large,Mortgage,Closed,High,Visa,Low,Complaint,Resolved
Senior,Other,Savings,Comfortable,Very Large,Transfer,Very Large,Mortgage,Closed,Low,Visa,Moderate,Praise,Resolved
Established,Male,Current,Below-Minimum,Very Large,Withdrawal,Very Large,Personal,Rejected,High,MasterCard,Low,Complaint,Resolved
Early Career,Male,Current,Comfortable,Large,Withdrawal,Large,Auto,Rejected,High,AMEX,Moderate,Complaint,Pending
Early Career,Female,Savings,Below-Minimum,Very Large,Transfer,Medium,Auto,Closed,Low,Visa,Moderate,Complaint,Resolved
Young Adult,Female,Savings,Comfortable,Large,Deposit,Very Large,Auto,Rejected,Moderate,AMEX,Moderate,Praise,Pending
Pre-Retirement,Female,Savings,Comfortable,Very Large,Deposit,Large,Mortgage,Rejected,Moderate,Visa,Moderate,Complaint,Pending
Pre-Retirement,Female,Savings,Comfortable,Very Large,Deposit,Very Large,Mortgage,Approved,Low,AMEX,Moderate,Praise,Pending
Established,Female,Current,Comfortable,Very Large,Deposit,Medium,Personal,Closed,High,AMEX,Moderate,Complaint,Resolved
Established,Female,Current,Comfortable,Large,Transfer,Very Large,Mortgage,Rejected,Moderate,Visa,Moderate,Complaint,Resolved
Senior,Other,Current,Comfortable,Everyday,Withdrawal,Medium,Personal,Approved,Low,MasterCard,Low,Praise,Pending
Senior,Male,Current,Below-Minimum,Everyday,Deposit,Medium,Personal,Rejected,Moderate,Visa,Moderate,Complaint,Resolved
Established,Male,Savings,Mass-Market,Large,Withdrawal,Medium,Mortgage,Approved,Low,MasterCard,Moderate,Praise,Resolved
Early Career,Other,Savings,Mass-Market,Large,Withdrawal,Very Large,Auto,Rejected,High,MasterCard,Low,Complaint,Pending
Early Career,Female,Savings,Comfortable,Large,Transfer,Small,Mortgage,Approved,Low,Visa,Moderate,Praise,Resolved
Senior,Female,Current,Mass-Market,Everyday,Withdrawal,Large,Mortgage,Approved,Low,Visa,High,Praise,Resolved
Established,Female,Current,Comfortable,Large,Deposit,Medium,Mortgage,Rejected,High,MasterCard,Low,Complaint,Resolved
Young Adult,Male,Current,Mass-Market,Very Large,Withdrawal,Medium,Auto,Rejected,Moderate,Visa,Moderate,Complaint,Resolved
Pre-Retirement,Male,Current,Comfortable,Very Large,Deposit,Very Large,Personal,Rejected,High,Visa,Moderate,Praise,Pending
Early Career,Female,Current,Comfortable,Large,Deposit,Very Large,Personal,Closed,Low,MasterCard,Low,Praise,Pending
Pre-Retirement,Female,Savings,Comfortable,Large,Deposit,Medium,Personal,Closed,Low,Visa,Moderate,Suggestion,Pending
Pre-Retirement,Other,Current,Below-Minimum,Very Large,Withdrawal,Large,Auto,Closed,Low,Visa,Moderate,Complaint,Resolved
Pre-Retirement,Female,Current,Comfortable,Everyday,Transfer,Large,Auto,Closed,High,AMEX,Moderate,Praise,Resolved
Early Career,Other,Current,Below-Minimum,Large,Withdrawal,Large,Auto,Closed,Low,MasterCard,High,Complaint,Resolved
Established,Female,Savings,Mass-Market,Very Large,Transfer,Very Large,Personal,Approved,Moderate,AMEX,Moderate,Suggestion,Pending
Early Career,Female,Current,Below-Minimum,Large,Transfer,Large,Personal,Closed,Moderate,AMEX,Low,Suggestion,Pending
Pre-Retirement,Female,Current,Comfortable,Everyday,Transfer,Very Large,Auto,Rejected,High,Visa,Low,Praise,Pending
Established,Other,Savings,Comfortable,Everyday,Withdrawal,Medium,Personal,Approved,Low,MasterCard,Moderate,Suggestion,Pending
Senior,Other,Savings,Mass-Market,Everyday,Transfer,Small,Auto,Closed,Low,MasterCard,Low,Suggestion,Resolved
Young Adult,Other,Savings,Comfortable,Very Large,Transfer,Large,Personal,Rejected,High,Visa,Over-Limit,Complaint,Resolved
Pre-Retirement,Male,Current,Below-Minimum,Very Large,Transfer,Very Large,Mortgage,Closed,Moderate,AMEX,Moderate,Complaint,Pending
Pre-Retirement,Male,Current,Mass-Market,Everyday,Deposit,Large,Auto,Closed,Moderate,MasterCard,Low,Praise,Resolved
Established,Female,Current,Mass-Market,Everyday,Transfer,Medium,Mortgage,Rejected,Low,AMEX,Over-Limit,Praise,Pending
Early Career,Other,Current,Comfortable,Very Large,Deposit,Very Large,Auto,Approved,High,Visa,Moderate,Complaint,Resolved
Early Career,Other,Savings,Mass-Market,Large,Transfer,Medium,Personal,Closed,Low,Visa,Moderate,Complaint,Pending
Established,Female,Savings,Mass-Market,Very Large,Withdrawal,Very Large,Mortgage,Approved,Low,AMEX,Low,Suggestion,Pending
Young Adult,Female,Savings,Mass-Market,Large,Deposit,Medium,Personal,Approved,Low,AMEX,High,Complaint,Pending
Early Career,Female,Savings,Mass-Market,Large,Transfer,Large,Auto,Approved,Low,MasterCard,High,Complaint,Pending
Early Career,Female,Current,Below-Minimum,Large,Withdrawal,Very Large,Personal,Approved,High,MasterCard,Over-Limit,Suggestion,Resolved
Pre-Retirement,Other,Savings,Below-Minimum,Very Large,Deposit,Medium,Personal,Closed,High,Visa,Moderate,Praise,Pending
Pre-Retirement,Male,Current,Mass-Market,Large,Withdrawal,Very Large,Mortgage,Approved,Low,AMEX,Moderate,Suggestion,Pending
Pre-Retirement,Other,Current,Comfortable,Very Large,Transfer,Medium,Personal,Approved,High,AMEX,High,Suggestion,Resolved
Early Career,Male,Savings,Mass-Market,Large,Transfer,Large,Personal,Rejected,Moderate,Visa,Over-Limit,Praise,Resolved
Pre-Retirement,Female,Current,Mass-Market,Very Large,Transfer,Medium,Auto,Approved,Moderate,AMEX,Low,Suggestion,Pending
Established,Male,Current,Below-Minimum,Everyday,Transfer,Medium,Personal,Approved,Low,AMEX,Moderate,Complaint,Pending
Pre-Retirement,Other,Current,Mass-Market,Large,Deposit,Large,Mortgage,Closed,Moderate,AMEX,Low,Praise,Pending
Early Career,Other,Savings,Mass-Market,Everyday,Deposit,Large,Auto,Approved,High,Visa,Over-Limit,Suggestion,Pending
Established,Other,Current,Below-Minimum,Everyday,Deposit,Large,Auto,Rejected,Moderate,AMEX,Moderate,Suggestion,Resolved
Young Adult,Other,Current,Below-Minimum,Very Large,Transfer,Small,Personal,Rejected,Moderate,MasterCard,Moderate,Praise,Pending
Established,Other,Current,Below-Minimum,Very Large,Transfer,Large,Mortgage,Rejected,High,MasterCard,Moderate,Complaint,Resolved
Pre-Retirement,Other,Savings,Comfortable,Very Large,Withdrawal,Medium,Mortgage,Approved,Low,Visa,High,Complaint,Resolved
Pre-Retirement,Female,Current,Mass-Market,Everyday,Withdrawal,Medium,Personal,Rejected,Low,Visa,Moderate,Suggestion,Resolved
Early Career,Male,Current,Mass-Market,Large,Deposit,Large,Mortgage,Closed,High,MasterCard,Low,Complaint,Resolved
Early Career,Female,Current,Below-Minimum,Very Large,Transfer,Very Large,Personal,Approved,Moderate,AMEX,Low,Praise,Pending
Pre-Retirement,Male,Savings,Comfortable,Large,Transfer,Large,Personal,Closed,High,AMEX,High,Complaint,Pending
Established,Male,Savings,Mass-Market,Large,Withdrawal,Medium,Auto,Approved,Moderate,Visa,Moderate,Complaint,Pending
Pre-Retirement,Male,Savings,Below-Minimum,Large,Deposit,Very Large,Personal,Approved,Low,AMEX,Low,Suggestion,Pending
Established,Other,Current,Comfortable,Large,Transfer,Small,Mortgage,Closed,Moderate,MasterCard,Moderate,Praise,Resolved
Established,Other,Current,Mass-Market,Very Large,Withdrawal,Large,Auto,Approved,Moderate,AMEX,Moderate,Complaint,Pending
Pre-Retirement,Other,Current,Comfortable,Large,Deposit,Medium,Personal,Closed,High,AMEX,High,Complaint,Resolved
Established,Male,Current,Comfortable,Very Large,Deposit,Very Large,Mortgage,Rejected,High,MasterCard,High,Suggestion,Resolved
Senior,Male,Current,Comfortable,Very Large,Deposit,Medium,Auto,Closed,Moderate,Visa,Over-Limit,Praise,Pending
Early Career,Male,Savings,Comfortable,Large,Withdrawal,Large,Auto,Approved,Moderate,AMEX,Low,Suggestion,Resolved
Early Career,Female,Savings,Below-Minimum,Very Large,Transfer,Very Large,Auto,Rejected,Moderate,AMEX,Moderate,Complaint,Resolved
Senior,Other,Current,Comfortable,Very Large,Withdrawal,Very Large,Auto,Approved,High,AMEX,High,Suggestion,Pending
Early Career,Other,Savings,Comfortable,Very Large,Transfer,Medium,Personal,Approved,Moderate,AMEX,Moderate,Complaint,Pending
Senior,Other,Savings,Below-Minimum,Very Large,Transfer,Medium,Personal,Closed,Low,AMEX,Over-Limit,Suggestion,Pending
Pre-Retirement,Female,Current,Mass-Market,Everyday,Transfer,Small,Mortgage,Rejected,High,Visa,Over-Limit,Praise,Pending
Senior,Female,Current,Mass-Market,Very Large,Deposit,Very Large,Mortgage,Rejected,High,AMEX,Moderate,Complaint,Resolved
Established,Female,Savings,Mass-Market,Large,Transfer,Very Large,Personal,Closed,High,MasterCard,Moderate,Complaint,Resolved
Pre-Retirement,Male,Savings,Below-Minimum,Very Large,Deposit,Medium,Personal,Rejected,Low,Visa,Low,Complaint,Resolved
Young Adult,Female,Current,Comfortable,Large,Withdrawal,Medium,Auto,Approved,High,MasterCard,Low,Suggestion,Pending
Senior,Male,Current,Comfortable,Very Large,Transfer,Large,Auto,Approved,High,AMEX,Moderate,Complaint,Resolved
Established,Male,Current,Mass-Market,Everyday,Withdrawal,Large,Auto,Rejected,High,Visa,Moderate,Suggestion,Pending
Pre-Retirement,Other,Savings,Below-Minimum,Large,Withdrawal,Large,Auto,Rejected,Low,AMEX,Moderate,Praise,Resolved
Early Career,Other,Savings,Comfortable,Very Large,Transfer,Large,Mortgage,Closed,Low,MasterCard,Moderate,Suggestion,Pending
Established,Female,Current,Below-Minimum,Everyday,Transfer,Medium,Mortgage,Closed,Moderate,MasterCard,Low,Complaint,Resolved
Pre-Retirement,Male,Current,Mass-Market,Very Large,Deposit,Small,Mortgage,Approved,Moderate,AMEX,Low,Complaint,Pending
Early Career,Male,Current,Mass-Market,Very Large,Transfer,Very Large,Personal,Approved,High,AMEX,Over-Limit,Praise,Resolved
Senior,Male,Current,Mass-Market,Everyday,Deposit,Very Large,Auto,Approved,Moderate,Visa,Moderate,Suggestion,Resolved
Early Career,Other,Current,Comfortable,Very Large,Deposit,Very Large,Personal,Closed,Low,Visa,Moderate,Complaint,Resolved
Senior,Other,Savings,Comfortable,Large,Transfer,Large,Auto,Closed,High,AMEX,Low,Suggestion,Pending
Early Career,Other,Savings,Comfortable,Very Large,Transfer,Very Large,Personal,Rejected,Low,Visa,Moderate,Complaint,Resolved
Pre-Retirement,Other,Current,Comfortable,Very Large,Transfer,Small,Auto,Closed,Low,Visa,Moderate,Complaint,Pending
Early Career,Other,Current,Mass-Market,Large,Deposit,Medium,Personal,Approved,High,Visa,Low,Suggestion,Resolved
Early Career,Other,Current,Comfortable,Large,Deposit,Medium,Mortgage,Approved,Low,MasterCard,Low,Complaint,Resolved
Pre-Retirement,Female,Savings,Mass-Market,Very Large,Deposit,Medium,Personal,Closed,Low,MasterCard,Over-Limit,Praise,Resolved
Established,Female,Current,Mass-Market,Large,Deposit,Very Large,Personal,Approved,Moderate,AMEX,Moderate,Suggestion,Resolved
Established,Female,Savings,Below-Minimum,Large,Deposit,Medium,Personal,Rejected,Moderate,Visa,Low,Praise,Pending
Pre-Retirement,Female,Savings,Comfortable,Very Large,Transfer,Large,Personal,Approved,High,AMEX,Moderate,Praise,Resolved
Senior,Male,Current,Comfortable,Everyday,Deposit,Large,Personal,Rejected,Low,MasterCard,Over-Limit,Suggestion,Pending
Senior,Other,Current,Mass-Market,Everyday,Transfer,Very Large,Mortgage,Approved,Moderate,Visa,Moderate,Complaint,Pending
Established,Other,Current,Mass-Market,Very Large,Deposit,Large,Mortgage,Closed,Moderate,Visa,Moderate,Praise,Resolved
Senior,Female,Current,Comfortable,Very Large,Deposit,Medium,Mortgage,Rejected,Low,MasterCard,Over-Limit,Praise,Pending
Established,Male,Current,Comfortable,Large,Transfer,Very Large,Auto,Rejected,Low,Visa,Low,Complaint,Pending
Pre-Retirement,Female,Savings,Comfortable,Everyday,Withdrawal,Large,Personal,Closed,Moderate,Visa,Moderate,Complaint,Pending
Pre-Retirement,Other,Savings,Mass-Market,Large,Withdrawal,Large,Auto,Rejected,Low,AMEX,Low,Praise,Pending
Young Adult,Female,Current,Below-Minimum,Large,Deposit,Medium,Auto,Approved,Moderate,AMEX,Over-Limit,Suggestion,Pending
Early Career,Male,Current,Below-Minimum,Large,Transfer,Small,Auto,Rejected,Moderate,MasterCard,Low,Suggestion,Pending
Pre-Retirement,Other,Current,Mass-Market,Large,Withdrawal,Medium,Mortgage,Rejected,Moderate,AMEX,Moderate,Complaint,Pending
Established,Male,Current,Mass-Market,Large,Withdrawal,Medium,Personal,Approved,High,AMEX,Low,Suggestion,Pending
Pre-Retirement,Female,Current,Mass-Market,Very Large,Transfer,Medium,Mortgage,Rejected,Moderate,Visa,Moderate,Complaint,Resolved
Established,Other,Savings,Comfortable,Very Large,Withdrawal,Medium,Auto,Rejected,Low,AMEX,Over-Limit,Complaint,Resolved
Established,Male,Savings,Comfortable,Everyday,Deposit,Very Large,Personal,Closed,Low,AMEX,Low,Praise,Resolved
Early Career,Male,Savings,Comfortable,Everyday,Deposit,Medium,Auto,Approved,Moderate,Visa,Low,Praise,Resolved
Senior,Male,Savings,Comfortable,Very Large,Deposit,Large,Auto,Rejected,Low,AMEX,Moderate,Complaint,Pending
Established,Other,Current,Below-Minimum,Large,Withdrawal,Large,Mortgage,Rejected,Low,AMEX,Low,Complaint,Resolved
Early Career,Other,Current,Below-Minimum,Very Large,Transfer,Large,Mortgage,Approved,High,MasterCard,Over-Limit,Suggestion,Pending
Established,Female,Current,Comfortable,Very Large,Transfer,Small,Mortgage,Closed,Low,Visa,Moderate,Praise,Resolved
Early Career,Female,Savings,Mass-Market,Large,Deposit,Very Large,Mortgage,Rejected,Moderate,AMEX,Moderate,Complaint,Pending
Pre-Retirement,Other,Savings,Mass-Market,Everyday,Deposit,Very Large,Personal,Closed,Low,AMEX,Over-Limit,Suggestion,Pending
Pre-Retirement,Male,Current,Below-Minimum,Very Large,Deposit,Very Large,Auto,Approved,Moderate,AMEX,Low,Suggestion,Pending
Established,Other,Savings,Mass-Market,Very Large,Deposit,Medium,Personal,Approved,High,AMEX,High,Praise,Resolved
Senior,Other,Current,Mass-Market,Everyday,Withdrawal,Large,Personal,Approved,High,Visa,Over-Limit,Suggestion,Resolved
Pre-Retirement,Other,Current,Mass-Market,Very Large,Deposit,Very Large,Auto,Closed,High,AMEX,Low,Praise,Resolved
Established,Other,Current,Comfortable,Very Large,Withdrawal,Medium,Auto,Closed,Moderate,MasterCard,Moderate,Suggestion,Pending
Young Adult,Female,Current,Mass-Market,Large,Deposit,Very Large,Personal,Rejected,Low,MasterCard,Low,Praise,Resolved
Established,Female,Savings,Mass-Market,Everyday,Transfer,Medium,Auto,Closed,Moderate,AMEX,Low,Praise,Pending
Pre-Retirement,Male,Current,Mass-Market,Large,Withdrawal,Medium,Personal,Approved,Low,AMEX,Over-Limit,Complaint,Pending
Pre-Retirement,Other,Current,Below-Minimum,Very Large,Transfer,Very Large,Auto,Approved,Low,Visa,High,Suggestion,Resolved
Pre-Retirement,Other,Current,Mass-Market,Large,Transfer,Medium,Auto,Approved,Low,Visa,Low,Suggestion,Resolved
Early Career,Female,Current,Below-Minimum,Large,Transfer,Large,Mortgage,Rejected,Moderate,Visa,Moderate,Praise,Pending
Senior,Female,Current,Mass-Market,Large,Deposit,Large,Auto,Approved,Low,MasterCard,Moderate,Complaint,Pending
Early Career,Other,Savings,Comfortable,Large,Transfer,Small,Personal,Rejected,High,MasterCard,Moderate,Complaint,Resolved
Established,Female,Current,Mass-Market,Very Large,Transfer,Very Large,Auto,Approved,Moderate,AMEX,Over-Limit,Praise,Pending
Young Adult,Other,Current,Mass-Market,Very Large,Transfer,Medium,Auto,Rejected,Low,AMEX,Moderate,Suggestion,Resolved
Early Career,Male,Savings,Comfortable,Large,Withdrawal,Medium,Mortgage,Rejected,Moderate,MasterCard,Over-Limit,Suggestion,Pending
Established,Male,Current,Comfortable,Very Large,Deposit,Medium,Auto,Closed,Moderate,MasterCard,Over-Limit,Suggestion,Resolved
Young Adult,Male,Current,Comfortable,Large,Transfer,Large,Auto,Approved,High,AMEX,Moderate,Praise,Resolved
Young Adult,Other,Current,Mass-Market,Very Large,Deposit,Medium,Mortgage,Rejected,Low,MasterCard,Low,Complaint,Resolved
Young Adult,Female,Current,Mass-Market,Very Large,Withdrawal,Large,Mortgage,Rejected,Moderate,AMEX,Moderate,Complaint,Resolved
Senior,Male,Current,Mass-Market,Large,Deposit,Large,Mortgage,Approved,High,Visa,Moderate,Suggestion,Pending
Established,Other,Current,Comfortable,Very Large,Transfer,Medium,Mortgage,Approved,Moderate,AMEX,Moderate,Complaint,Resolved
Pre-Retirement,Male,Current,Mass-Market,Very Large,Deposit,Large,Auto,Approved,Moderate,Visa,Moderate,Suggestion,Pending
Senior,Male,Savings,Mass-Market,Very Large,Deposit,Large,Mortgage,Approved,Moderate,Visa,Low,Suggestion,Resolved
Young Adult,Female,Current,Comfortable,Everyday,Deposit,Very Large,Personal,Closed,High,MasterCard,Moderate,Complaint,Pending
Pre-Retirement,Other,Current,Comfortable,Very Large,Deposit,Very Large,Mortgage,Closed,Low,MasterCard,Moderate,Complaint,Resolved
Established,Female,Current,Comfortable,Very Large,Deposit,Very Large,Personal,Rejected,High,Visa,Low,Complaint,Pending
Senior,Female,Savings,Comfortable,Everyday,Withdrawal,Small,Auto,Rejected,Low,Visa,Low,Praise,Pending
Established,Female,Current,Comfortable,Very Large,Transfer,Large,Auto,Approved,Low,MasterCard,Over-Limit,Suggestion,Pending
Pre-Retirement,Male,Current,Mass-Market,Very Large,Deposit,Large,Mortgage,Closed,Moderate,AMEX,Moderate,Praise,Resolved
Early Career,Male,Current,Mass-Market,Very Large,Deposit,Medium,Auto,Closed,Moderate,MasterCard,Low,Praise,Resolved
Young Adult,Male,Savings,Mass-Market,Everyday,Transfer,Very Large,Personal,Closed,Low,MasterCard,Low,Praise,Pending
Senior,Other,Current,Mass-Market,Very Large,Transfer,Medium,Mortgage,Rejected,Moderate,Visa,Moderate,Praise,Resolved
Pre-Retirement,Female,Savings,Mass-Market,Large,Transfer,Large,Personal,Closed,Moderate,MasterCard,Low,Praise,Resolved
